,loss,val_loss
227,7.266548345796764e-05,7.461599307134748e-05
228,7.308079511858523e-05,7.467942486982793e-05
229,7.294604438357055e-05,9.23430998227559e-05
230,7.267046021297574e-05,7.255512900883332e-05
231,7.292291411431506e-05,7.227677997434512e-05
232,7.232185453176498e-05,7.144534902181476e-05
233,7.355099660344422e-05,7.203842687886208e-05
234,7.259556878125295e-05,0.00010039993503596634
235,7.240803097374737e-05,7.807501242496073e-05
236,7.289178029168397e-05,7.680376438656822e-05
237,7.368661317741498e-05,7.679010013816878e-05
238,7.248752081068233e-05,7.176229701144621e-05
239,7.302185258595273e-05,7.289332279469818e-05
240,7.224158616736531e-05,7.661046402063221e-05
241,7.300851575564593e-05,7.688546611461788e-05
242,7.252346404129639e-05,7.164278940763324e-05
243,7.266501052072272e-05,7.20018579158932e-05
244,7.331378583330661e-05,7.263341103680432e-05
245,7.338558498304337e-05,7.15342684998177e-05
246,7.252493378473446e-05,7.359200390055776e-05
247,7.24294368410483e-05,8.210442319978029e-05
248,7.265014573931694e-05,8.429572335444391e-05
249,7.243131403811276e-05,7.190624455688521e-05
250,7.282225124072284e-05,7.551427552243695e-05
251,7.262578583322465e-05,7.099720096448436e-05
252,7.236767851281911e-05,7.084551907610148e-05
253,7.193189230747521e-05,7.21513933967799e-05
254,7.299106800928712e-05,8.808901475276798e-05
255,7.31468535377644e-05,7.206689042504877e-05
256,7.204586290754378e-05,7.101659866748378e-05
257,7.242183346534148e-05,7.082706724759191e-05
258,7.20698299119249e-05,7.235792145365849e-05
259,7.255744276335463e-05,7.143737457226962e-05
260,7.202539563877508e-05,7.158809603424743e-05
261,7.285461470019072e-05,7.23099583410658e-05
262,7.228880713228136e-05,7.267478940775618e-05
263,7.297039701370522e-05,7.276968244696036e-05
264,7.275951793417335e-05,7.092369196470827e-05
265,7.238543184939772e-05,8.595667168265209e-05
266,7.199092215159908e-05,7.165727583924308e-05
267,7.204660505522043e-05,7.124272087821737e-05
268,7.209838804556057e-05,7.173645281000063e-05
269,7.18386800144799e-05,7.120201189536601e-05
270,7.197402737801895e-05,7.311134686460719e-05
271,7.225208537420258e-05,7.459867629222572e-05
272,7.219932740554214e-05,7.583795377286151e-05
273,7.2092967457138e-05,9.187684918288141e-05
274,7.291122165042907e-05,7.262992585310712e-05
275,7.270148489624262e-05,7.099231152096763e-05
276,7.265905878739432e-05,7.886467938078567e-05
277,7.195965008577332e-05,7.108382851583883e-05
278,7.181765249697492e-05,7.366052886936814e-05
279,7.239694241434336e-05,8.148677443386987e-05
280,7.244719745358452e-05,7.247343455674127e-05
281,7.220686529763043e-05,7.062809163471684e-05
282,7.180377724580467e-05,7.383431511698291e-05
283,7.223143620649353e-05,7.442577043548226e-05
284,7.173389167292044e-05,7.0528760261368e-05
285,7.224432920338586e-05,7.053407171042636e-05
286,7.206862210296094e-05,7.26145735825412e-05
287,7.240062404889613e-05,7.288212509592995e-05
288,7.19356321496889e-05,7.53269050619565e-05
289,7.242219726322219e-05,7.162636029534042e-05
290,7.181356340879574e-05,8.877806976670399e-05
291,7.232562347780913e-05,7.182095578173175e-05
292,7.251585338963196e-05,7.051495049381629e-05
293,7.185566209955141e-05,7.045239181024954e-05
294,7.175902283051983e-05,7.189025927800685e-05
295,7.258518598973751e-05,7.23032426321879e-05
296,7.145221024984494e-05,7.452414138242602e-05
297,7.201818516477942e-05,7.171855395426974e-05
298,7.217955135274678e-05,7.163125701481476e-05
299,7.223882130347192e-05,8.335460006492212e-05
300,7.253222429426387e-05,7.069278217386454e-05
301,7.20775278750807e-05,7.061813084874302e-05
302,7.174528582254425e-05,7.308725616894662e-05
303,7.26329890312627e-05,7.060761708999053e-05
304,7.149487646529451e-05,7.032170105958357e-05
305,7.196421938715503e-05,7.09723390173167e-05
306,7.159974484238774e-05,7.346321945078671e-05
307,7.160540553741157e-05,7.08197767380625e-05
308,7.237807585624978e-05,7.033524161670357e-05
309,7.165093848016113e-05,7.278336124727502e-05
310,7.12029795977287e-05,7.314345566555858e-05
311,7.177575753303245e-05,7.443947106366977e-05
312,7.249569898704067e-05,7.717834523646161e-05
313,7.137028296710923e-05,7.05848287907429e-05
314,7.189072493929416e-05,7.224468572530895e-05
315,7.222478598123416e-05,7.455323793692514e-05
316,7.14412672095932e-05,7.819024904165417e-05
317,7.203973655123264e-05,7.163047848735005e-05
318,7.120444206520915e-05,7.963567622937262e-05
319,7.24294368410483e-05,7.045931852189824e-05
320,7.120495865819976e-05,7.166355499066412e-05
321,7.175437349360436e-05,7.207549060694873e-05
322,7.155988714657724e-05,7.010740955593064e-05
323,7.147785072447732e-05,7.164813723647967e-05
324,7.17636794433929e-05,7.05812853993848e-05
325,7.171933248173445e-05,7.218707469291985e-05
326,7.193734927568585e-05,7.134506449801847e-05
327,7.091285806382075e-05,7.600432581966743e-05
328,7.195443322416395e-05,7.025865488685668e-05
329,7.103503594407812e-05,7.361095049418509e-05
330,7.26517173461616e-05,7.084677054081112e-05
331,7.18149240128696e-05,7.064414967317134e-05
332,7.133120379876345e-05,7.036745228106156e-05
333,7.216255471576005e-05,7.3209848778788e-05
334,7.146035932237282e-05,7.259254198288545e-05
335,7.155394268920645e-05,7.969935541041195e-05
336,7.098199421307072e-05,7.42377815186046e-05
337,7.163941336330026e-05,7.39255192456767e-05
338,7.177019870141521e-05,7.381367322523147e-05
339,7.133376493584365e-05,7.620968244737014e-05
340,7.147359428927302e-05,7.089127757353708e-05
341,7.161941903177649e-05,7.85527445259504e-05
342,7.146997086238116e-05,7.019320037215948e-05
343,7.180429383879527e-05,7.505362009396777e-05
344,7.158618973335251e-05,7.145828567445278e-05
345,7.10243039065972e-05,7.027070387266576e-05
346,7.155627099564299e-05,7.203601126093417e-05
347,7.143263792386279e-05,7.302786980289966e-05
348,7.112591265467927e-05,7.104971155058593e-05
349,7.123624527594075e-05,7.266522152349353e-05
350,7.1969538112171e-05,7.56481385906227e-05
351,7.233323412947357e-05,7.373991684289649e-05
352,7.102563540684059e-05,7.133393228286877e-05
353,7.119247311493382e-05,7.061813812470064e-05
354,7.164367707446218e-05,7.104157702997327e-05
355,7.144363189581782e-05,7.05987768014893e-05
356,7.101041410351172e-05,7.482343789888546e-05
357,7.184009882621467e-05,7.83981813583523e-05
358,7.146736606955528e-05,7.378938607871532e-05
359,7.122154056560248e-05,7.119849760783836e-05
360,7.102244126144797e-05,7.573975744890049e-05
361,7.127671415219083e-05,7.184784772107378e-05
362,7.123465911718085e-05,7.152627949835733e-05
363,7.097966590663418e-05,7.268747867783532e-05
364,7.106450357241556e-05,6.997236050665379e-05
365,7.185184949776158e-05,7.025792729109526e-05
366,7.102676318027079e-05,7.082093361532316e-05
367,7.211366028059274e-05,7.718312554061413e-05
368,7.138654473237693e-05,7.139305671444163e-05
369,7.20752650522627e-05,7.618648669449612e-05
370,7.105242548277602e-05,7.158311200328171e-05
371,7.144804112613201e-05,7.195664511527866e-05
372,7.185653521446511e-05,7.26350917830132e-05
373,7.11165921529755e-05,7.358819129876792e-05
374,7.170785829657689e-05,7.797093712724745e-05
375,7.158533117035404e-05,7.109000580385327e-05
376,7.046501559671015e-05,7.36340880393982e-05
377,7.103597454261035e-05,7.175846985774115e-05
378,7.08469669916667e-05,7.809542148606852e-05
379,7.138559885788709e-05,7.605574501212686e-05
380,7.136763451853767e-05,7.123594696167856e-05
381,7.137225475162268e-05,7.011131674516946e-05
382,7.166287105064839e-05,8.048258314374834e-05
383,7.12799301254563e-05,7.112437742762268e-05
384,7.163536793086678e-05,8.22245710878633e-05
385,7.095956971170381e-05,7.255628588609397e-05
386,7.085499237291515e-05,6.985294749028981e-05
387,7.147523865569383e-05,7.125955744413659e-05
388,7.118508074199781e-05,6.990831025177613e-05
389,7.104146061465144e-05,7.141113019315526e-05
390,7.139320223359391e-05,7.455456943716854e-05
391,7.135814666980878e-05,7.028935942798853e-05
392,7.102735980879515e-05,8.070230251178145e-05
393,7.114069012459368e-05,7.390183600364253e-05
394,7.187318988144398e-05,7.523706153733656e-05
395,7.076635665725917e-05,7.104434189386666e-05
396,7.133648614399135e-05,7.173000631155446e-05
397,7.15337591827847e-05,7.055459718685597e-05
398,7.09455125615932e-05,8.124425949063152e-05
399,7.209144678199664e-05,7.002045458648354e-05
400,7.086470577633008e-05,7.045424717944115e-05
401,7.110105798346922e-05,7.000703772064298e-05
402,7.127665594452992e-05,7.048148108879104e-05
403,7.115556218195707e-05,8.104603330139071e-05
404,7.1172762545757e-05,7.01199023751542e-05
405,7.172815821832046e-05,7.103243842720985e-05
406,7.090969302225858e-05,6.995553121669218e-05
407,7.170969183789566e-05,7.755488331895322e-05
408,7.068755803629756e-05,7.247559551615268e-05
409,7.064882811391726e-05,8.63733803271316e-05
410,7.16254799044691e-05,6.987956294324249e-05
411,7.089873543009162e-05,7.169019227148965e-05
412,7.094343891367316e-05,7.003060454735532e-05
413,7.092623854987323e-05,0.0001117083229473792
414,7.14165871613659e-05,7.006186206126586e-05
415,7.081204967107624e-05,7.085008110152557e-05
416,7.041877688607201e-05,6.964254862396047e-05
417,7.092809391906485e-05,6.979401223361492e-05
418,7.078224007273093e-05,7.12456603650935e-05
419,7.186597940744832e-05,6.962419138289988e-05
420,7.117228233255446e-05,7.000564073678106e-05
421,7.095468754414469e-05,6.997001764830202e-05
422,7.102778909029439e-05,7.281621219590306e-05
423,7.053400622680783e-05,7.035020826151595e-05
424,7.094640022842214e-05,7.10694002918899e-05
425,7.149337034206837e-05,7.01609969837591e-05
426,7.100698712747544e-05,7.356568676186725e-05
427,7.127894787117839e-05,6.965646025491878e-05
428,7.133680628612638e-05,7.126642594812438e-05
429,7.09377127350308e-05,7.434639701386914e-05
430,7.144505070755258e-05,7.211756746983156e-05
431,7.06639839336276e-05,6.962314364500344e-05
432,7.027744868537411e-05,7.197838567662984e-05
433,7.166896102717146e-05,7.037562318146229e-05
434,7.063540397211909e-05,7.037728937575594e-05
435,7.05232669133693e-05,7.064800593070686e-05
436,7.103496318450198e-05,7.013267168076709e-05
437,7.124281546566635e-05,8.65255351527594e-05
438,7.06805512891151e-05,7.925152749521658e-05
439,7.119593647075817e-05,7.350267696892843e-05
440,7.094372267602012e-05,7.050796557450667e-05
441,7.104237738531083e-05,7.156888750614598e-05
442,7.071237632771954e-05,6.95990675012581e-05
443,7.062526856316254e-05,7.07894578226842e-05
444,7.06080172676593e-05,6.987678352743387e-05
445,7.059869676595554e-05,6.979748286539689e-05
446,7.021878991508856e-05,7.07627841620706e-05
447,7.060651842039078e-05,7.06237624399364e-05
448,7.186871516751125e-05,7.079244096530601e-05
449,7.065191311994568e-05,7.16817012289539e-05
450,7.107404962880537e-05,7.105088297976181e-05
451,7.051283319015056e-05,7.145836570998654e-05
452,7.103344250936061e-05,7.022251520538703e-05
453,7.04462145222351e-05,7.541685044998303e-05
454,7.124507828848436e-05,6.991410191403702e-05
455,7.105760596459731e-05,7.096704939613119e-05
456,7.042061042739078e-05,7.426353840855882e-05
457,7.06723440089263e-05,7.103129610186443e-05
458,7.1021742769517e-05,6.961170583963394e-05
459,7.061858923407272e-05,7.647211168659851e-05
460,7.040664058877155e-05,6.998339085839689e-05
461,7.051907596178353e-05,7.209854811662808e-05
462,7.078009366523474e-05,7.182567060226575e-05
463,7.040051423246041e-05,7.40943942219019e-05
464,7.110112346708775e-05,7.041586650302634e-05
465,7.104162068571895e-05,7.275652751559392e-05
466,7.087935227900743e-05,6.962135375943035e-05
467,7.074235327308998e-05,7.04597623553127e-05
468,7.119479414541274e-05,7.369715603999794e-05
469,7.012177229626104e-05,7.168440788518637e-05
470,7.087770063662902e-05,7.168275624280795e-05
471,7.053774606902152e-05,6.991328700678423e-05
472,7.118840585462749e-05,7.141867536120117e-05
473,7.095947512425482e-05,7.030734559521079e-05
474,7.027191895758733e-05,7.255737000377849e-05
475,7.072268635965884e-05,7.258444384206086e-05
476,7.043070945655927e-05,6.937373109394684e-05
477,7.045891106827185e-05,7.449703116435558e-05
478,7.04762278473936e-05,7.108803401933983e-05
479,7.101300434442237e-05,7.293646194739267e-05
480,7.091362931532785e-05,7.313773676287383e-05
481,7.034619193291292e-05,7.548799476353452e-05
482,7.085867400746793e-05,7.846433436498046e-05
483,7.126355922082439e-05,7.143979746615514e-05
484,7.027670653769746e-05,8.159509889082983e-05
485,7.078419730532914e-05,6.956830475246534e-05
486,7.161820394685492e-05,7.08481456968002e-05
487,7.098091737134382e-05,7.378632290055975e-05
488,7.05161364749074e-05,7.02126490068622e-05
489,7.037836621748284e-05,6.978552846703678e-05
490,7.095793989719823e-05,6.942575419088826e-05
491,7.125809497665614e-05,7.291902875294909e-05
492,7.056786853354424e-05,7.929604180390015e-05
493,7.094522879924625e-05,8.907616575015709e-05
494,7.062629447318614e-05,7.37415612093173e-05
495,7.106998964445665e-05,7.331895176321268e-05
496,7.019780605332926e-05,7.016141898930073e-05
497,7.154522609198466e-05,6.956758443266153e-05
498,7.096621993696317e-05,7.075744360918179e-05
499,7.044240192044526e-05,6.964537169551477e-05
500,7.073963206494227e-05,7.111230661394075e-05
501,7.024384831311181e-05,7.515920151490718e-05
502,7.053154695313424e-05,7.679292320972309e-05
503,7.117362110875547e-05,7.263623410835862e-05
504,7.027127139735967e-05,7.204476423794404e-05
505,7.021830242592841e-05,7.037918112473562e-05
506,7.076518522808328e-05,7.106003613444045e-05
507,7.115294283721596e-05,6.958893936825916e-05
508,7.042997458484024e-05,8.132951188599691e-05
509,7.060238567646593e-05,7.155641651479527e-05
510,7.036879833322018e-05,6.938875594642013e-05
511,7.026958337519318e-05,7.674236258026212e-05
512,7.069565617712215e-05,7.140477828215808e-05
513,7.072602602420375e-05,6.95194976287894e-05
514,7.08595325704664e-05,6.994201976340264e-05
515,7.095390174072236e-05,7.083630043780431e-05
516,7.043161895126104e-05,7.209427712950855e-05
517,7.029746484477073e-05,6.944987399037927e-05
518,6.996392039582133e-05,7.126532000256702e-05
519,7.022820500424132e-05,7.126731361495331e-05
520,7.056407048366964e-05,7.253059447975829e-05
521,7.032333815004677e-05,7.018029282335192e-05
522,7.064594683470204e-05,7.074781024130061e-05
523,7.03888144926168e-05,7.081232615746558e-05
524,7.051244028843939e-05,8.252978295786306e-05
525,6.994299474172294e-05,7.17506991350092e-05
526,7.068294507917017e-05,6.99599549989216e-05
527,7.098826608853415e-05,7.037207979010418e-05
528,7.059020572341979e-05,7.385082426480949e-05
529,7.047170220175758e-05,7.631705375388265e-05
530,7.008782995399088e-05,7.241893035825342e-05
531,7.063455268507823e-05,6.969599780859426e-05
532,7.046489918138832e-05,7.896333409007639e-05
533,7.051764259813353e-05,6.994115392444655e-05
534,7.058638584567234e-05,7.149083830881864e-05
535,7.05737984389998e-05,6.976160511840135e-05
536,7.093515887390822e-05,8.597183477832004e-05
537,7.036477472865954e-05,8.581898873671889e-05
538,7.071564323268831e-05,7.051825377857313e-05
539,7.031970017123967e-05,7.031020504655316e-05
540,7.042348443064839e-05,7.196533260867e-05
541,7.024627120699733e-05,6.9864334363956e-05
542,7.000019832048565e-05,7.630998879903927e-05
543,7.051400461932644e-05,7.012858986854553e-05
544,7.0976086135488e-05,7.040650234557688e-05
545,7.058181654429063e-05,6.92621324560605e-05
546,7.011778507148847e-05,6.9266592618078e-05
547,7.038152398308739e-05,6.909119838383049e-05
548,7.04143094480969e-05,7.453644502675161e-05
549,7.075741450535133e-05,6.94672780809924e-05
550,6.987107190070674e-05,7.492965960409492e-05
551,7.026993989711627e-05,8.16555620986037e-05
552,7.120961527107283e-05,7.675412780372426e-05
553,6.990115070948377e-05,7.232602365547791e-05
554,7.050660497043282e-05,6.923400360392407e-05
555,7.029961125226691e-05,6.914162804605439e-05
556,6.98103685863316e-05,6.975560245336965e-05
557,7.04223130014725e-05,6.994116120040417e-05
558,7.077155169099569e-05,6.941039464436471e-05
559,7.073505548760295e-05,6.911871605552733e-05
560,7.053677109070122e-05,8.125438034767285e-05
561,7.023823127383366e-05,6.969307287363335e-05
562,7.003140490269288e-05,7.415278378175572e-05
563,7.004756480455399e-05,7.041930803097785e-05
564,7.060923235258088e-05,6.97314681019634e-05
565,7.021529017947614e-05,7.319218275370076e-05
566,7.044485391816124e-05,6.934122939128429e-05
567,6.998027674853802e-05,6.909083458594978e-05
568,7.064857345540076e-05,7.043343066470698e-05
569,7.038503099465743e-05,8.073542267084122e-05
570,7.035626185825095e-05,6.921250314917415e-05
571,6.989791290834546e-05,6.934297562111169e-05
572,6.987061351537704e-05,6.953156116651371e-05
573,7.047616963973269e-05,7.002238999120891e-05
574,6.961022154428065e-05,7.000350160524249e-05
575,6.990680412854999e-05,7.339031435549259e-05
576,6.991309783188626e-05,7.188571180449799e-05
577,7.026455568848178e-05,7.457932224497199e-05
578,6.990211113588884e-05,7.173691847128794e-05
579,6.991287955315784e-05,7.483280933229253e-05
580,7.044981612125412e-05,7.421519694617018e-05
581,6.999850302236155e-05,6.980999751249328e-05
