,predicted,target,err:
1162,0.365239,0.363150,0.002089
53754,0.318725,0.320022,0.001297
5130,0.198766,0.200025,0.001259
41639,-0.005607,0.001842,0.007449
50774,0.165418,0.165242,0.000176
35078,0.376446,0.375744,0.000702
3437,0.188869,0.186472,0.002397
51262,0.213369,0.211046,0.002323
16914,0.520580,0.518010,0.002570
6985,0.363742,0.361263,0.002479
55770,0.170756,0.172344,0.001588
34266,0.223876,0.221940,0.001936
47817,0.030441,0.030950,0.000509
24165,0.092009,0.094083,0.002074
21231,0.429750,0.426691,0.003059
37698,0.130190,0.129735,0.000455
24913,0.631492,0.633109,0.001617
43699,0.126424,0.126914,0.000490
5528,0.412965,0.412125,0.000840
45150,0.205863,0.206449,0.000586
7801,0.063806,0.063168,0.000638
1182,0.319438,0.317056,0.002382
60848,0.213426,0.215350,0.001924
23796,0.358796,0.357380,0.001416
35974,0.166434,0.166788,0.000354
39586,0.125346,0.123297,0.002049
28712,0.220085,0.218848,0.001237
36771,0.033813,0.039588,0.005775
31544,0.273396,0.272806,0.000590
25984,0.163021,0.162764,0.000257
24027,0.319823,0.318338,0.001485
46552,0.551499,0.553104,0.001605
1118,0.579305,0.578450,0.000855
35874,0.178306,0.180817,0.002511
24938,0.190111,0.186503,0.003608
44744,0.524944,0.526157,0.001213
25794,0.015119,0.020213,0.005094
57016,0.341187,0.340218,0.000969
16112,0.086001,0.087356,0.001355
61094,0.086066,0.089945,0.003879
44660,0.353542,0.353650,0.000108
38739,0.409753,0.408295,0.001458
28105,0.143434,0.142936,0.000498
26722,0.026552,0.030660,0.004108
58235,0.051586,0.054593,0.003007
15537,0.168365,0.168046,0.000319
30168,0.296891,0.297642,0.000751
12252,0.073281,0.075115,0.001834
45083,0.368972,0.368212,0.000760
1295,0.185020,0.185622,0.000602
18590,0.558958,0.558694,0.000264
23012,-0.001158,0.003708,0.004866
32907,0.367186,0.367873,0.000687
63627,0.297633,0.294813,0.002820
8480,0.457002,0.455290,0.001712
58999,0.101411,0.102818,0.001407
61968,0.148745,0.149406,0.000661
39527,0.236019,0.237245,0.001226
30830,0.083005,0.085644,0.002639
46012,0.637830,0.637646,0.000184
53190,0.080061,0.081898,0.001837
64579,0.361319,0.360301,0.001018
36290,0.189944,0.191015,0.001071
39167,0.179073,0.178212,0.000861
3564,-0.007205,0.002127,0.009332
3335,0.578096,0.576110,0.001986
24376,0.054313,0.057574,0.003261
27592,0.440534,0.440150,0.000384
35392,0.405853,0.406196,0.000343
54325,0.013147,0.014056,0.000909
5771,0.131109,0.131777,0.000668
47320,0.416252,0.414173,0.002079
44934,0.179644,0.178996,0.000648
24782,0.406941,0.406844,0.000097
58914,0.232278,0.230615,0.001663
7947,0.422765,0.422218,0.000547
23174,0.033677,0.035220,0.001543
14672,0.214528,0.213864,0.000664
43212,0.482664,0.479824,0.002840
6111,0.244100,0.243256,0.000844
33442,0.223361,0.226227,0.002866
48062,0.468854,0.467566,0.001288
2349,0.257820,0.257514,0.000306
51122,0.189990,0.189854,0.000136
17735,0.021348,0.025561,0.004213
60628,0.181512,0.179332,0.002180
7324,0.176351,0.176760,0.000409
8879,0.397182,0.396511,0.000671
53189,0.555059,0.555481,0.000422
43488,0.157176,0.158355,0.001179
6667,0.234486,0.233594,0.000892
37966,0.057817,0.059806,0.001989
902,0.140253,0.140488,0.000235
41550,0.016342,0.022994,0.006652
61247,0.062051,0.061806,0.000245
8581,0.194323,0.191265,0.003058
9298,0.236099,0.235761,0.000338
66923,0.234367,0.235873,0.001506
47852,0.219704,0.220048,0.000344
17890,0.143682,0.140922,0.002760
45388,0.080917,0.083163,0.002246
57690,0.463503,0.463555,0.000052
12428,0.605272,0.606783,0.001511
56973,0.305752,0.307558,0.001806
12154,0.462735,0.463144,0.000409
10925,0.371988,0.373408,0.001420
48108,0.319408,0.317278,0.002130
32912,0.358942,0.360637,0.001695
8332,0.067248,0.068945,0.001697
63979,0.224270,0.225642,0.001372
36411,0.213638,0.212606,0.001032
26233,0.136556,0.138176,0.001620
57846,0.194806,0.193246,0.001560
43970,0.455859,0.456555,0.000696
14636,0.458837,0.459729,0.000892
12633,0.140486,0.144289,0.003803
56023,0.121901,0.121713,0.000188
64759,0.116227,0.116781,0.000554
2691,0.128527,0.130622,0.002095
40020,0.149852,0.149231,0.000621
44480,0.070332,0.073595,0.003263
11893,0.288187,0.288257,0.000070
24778,0.450451,0.451507,0.001056
2530,0.440234,0.441705,0.001471
36678,0.081732,0.082115,0.000383
32721,0.127787,0.129900,0.002113
22255,0.040838,0.044359,0.003521
60496,0.121532,0.122357,0.000825
8914,0.121261,0.120522,0.000739
48249,0.148157,0.147474,0.000683
42167,0.142306,0.144680,0.002374
4026,0.224588,0.223519,0.001069
8490,0.453285,0.454719,0.001434
7780,0.074358,0.079200,0.004842
63459,0.620775,0.621227,0.000452
57815,0.090262,0.092991,0.002729
31527,0.274085,0.273854,0.000231
8780,0.087899,0.090308,0.002409
55411,0.433998,0.430789,0.003209
22621,0.458708,0.458177,0.000531
8449,0.129249,0.131451,0.002202
48444,0.452720,0.453802,0.001082
58096,0.320383,0.320718,0.000335
52741,0.198813,0.201369,0.002556
27373,0.004394,0.009010,0.004616
49475,0.315739,0.315614,0.000125
212,0.376926,0.377601,0.000675
51091,0.227932,0.225431,0.002501
31582,0.440202,0.441610,0.001408
32744,0.113508,0.112525,0.000983
59157,0.027373,0.030193,0.002820
9645,0.269044,0.267883,0.001161
47495,0.210378,0.208126,0.002252
45058,0.235068,0.234446,0.000622
65039,0.504853,0.503655,0.001198
32290,0.262322,0.268561,0.006239
59714,0.031253,0.041421,0.010168
22175,0.380760,0.378944,0.001816
57686,0.397429,0.397222,0.000207
41008,0.093629,0.097696,0.004067
5748,0.079066,0.082276,0.003210
32241,0.125963,0.124740,0.001223
47452,0.061006,0.066977,0.005971
39863,0.055373,0.057513,0.002140
54731,0.428374,0.427863,0.000511
33449,0.260994,0.259373,0.001621
40629,0.184208,0.186325,0.002117
628,0.158433,0.159211,0.000778
18388,0.077678,0.078430,0.000752
45659,0.148370,0.150726,0.002356
65708,0.200439,0.198243,0.002196
61804,0.307694,0.307392,0.000302
45335,0.485269,0.486423,0.001154
33323,0.028884,0.034886,0.006002
12131,0.389940,0.390700,0.000760
62859,0.251797,0.251695,0.000102
34132,0.145985,0.147688,0.001703
15671,0.416037,0.416446,0.000409
12235,0.029286,0.032518,0.003232
43475,0.252043,0.250218,0.001825
42221,0.151774,0.152884,0.001110
54076,0.170742,0.172828,0.002086
36899,0.284731,0.283968,0.000763
4065,0.423386,0.421795,0.001591
39455,0.225958,0.227709,0.001751
21828,0.017819,0.022464,0.004645
13956,0.362444,0.361078,0.001366
58177,0.378582,0.378338,0.000244
66845,0.291413,0.290550,0.000863
51515,0.012181,0.015542,0.003361
46327,0.117689,0.118781,0.001092
41343,0.060257,0.061068,0.000811
10784,-0.007683,0.000999,0.008682
19501,0.100238,0.100799,0.000561
33747,0.002877,0.005264,0.002387
55400,0.095491,0.097328,0.001837
41929,0.471254,0.472706,0.001452
39826,0.368391,0.365168,0.003223
44759,0.347271,0.349657,0.002386
18432,0.133385,0.134853,0.001468
56664,0.001938,0.004621,0.002683
54132,0.370779,0.370435,0.000344
59133,0.586032,0.583117,0.002915
64234,0.235074,0.232161,0.002913
20832,0.275244,0.275010,0.000234
40492,0.127279,0.129154,0.001875
33570,0.034656,0.038377,0.003721
9728,0.450254,0.450737,0.000483
21041,0.309332,0.310367,0.001035
37691,0.246599,0.246910,0.000311
6513,0.296420,0.295987,0.000433
43155,0.149062,0.153536,0.004474
32183,0.203733,0.203708,0.000025
15842,0.249828,0.248415,0.001413
50590,0.286891,0.285736,0.001155
26729,0.464788,0.458210,0.006578
63491,0.092229,0.093368,0.001139
53360,0.014935,0.018857,0.003922
53009,0.248117,0.248625,0.000508
43729,0.174746,0.175769,0.001023
34071,0.209891,0.209031,0.000860
5491,0.217426,0.216019,0.001407
65062,0.130420,0.129564,0.000856
20576,0.083111,0.087516,0.004405
52645,0.121389,0.123610,0.002221
57573,0.141826,0.144683,0.002857
54421,0.371499,0.371719,0.000220
41517,0.009873,0.012102,0.002229
6975,0.314859,0.313965,0.000894
42491,0.524488,0.523104,0.001384
53298,0.426460,0.426063,0.000397
28199,0.373055,0.370593,0.002462
11527,0.089240,0.092701,0.003461
481,0.465837,0.462024,0.003813
7515,0.431682,0.432769,0.001087
24994,0.222124,0.219833,0.002291
14757,0.216461,0.214469,0.001992
5841,0.248963,0.247154,0.001809
40787,0.082560,0.085547,0.002987
54829,0.157246,0.160251,0.003005
10253,0.504025,0.502431,0.001594
30468,0.074523,0.075523,0.001000
60893,0.261976,0.262489,0.000513
64188,0.341347,0.343011,0.001664
45336,0.532168,0.534456,0.002288
39775,0.278834,0.276983,0.001851
14619,0.192907,0.193613,0.000706
35254,0.520269,0.527209,0.006940
54100,0.232382,0.228733,0.003649
47954,0.231325,0.232026,0.000701
7678,0.325764,0.326123,0.000359
34165,0.201412,0.205593,0.004181
20347,0.109903,0.111349,0.001446
61971,0.199036,0.196435,0.002601
41522,0.133003,0.133507,0.000504
15713,0.177914,0.175836,0.002078
58058,0.167961,0.166276,0.001685
16765,0.122640,0.123518,0.000878
45967,0.135893,0.137897,0.002004
56332,0.246018,0.245372,0.000646
8409,0.209239,0.209340,0.000101
3288,0.009860,0.010966,0.001106
14208,0.114346,0.117108,0.002762
15393,0.204344,0.202798,0.001546
9731,0.012854,0.017833,0.004979
19370,0.185130,0.186809,0.001679
44418,0.361177,0.362171,0.000994
1097,0.429446,0.429033,0.000413
19020,0.393331,0.390092,0.003239
9538,0.529294,0.529822,0.000528
20933,0.328081,0.329116,0.001035
689,0.179791,0.181349,0.001558
39990,0.504540,0.506637,0.002097
61252,0.586778,0.587554,0.000776
11209,0.465263,0.463274,0.001989
62567,0.445563,0.444189,0.001374
2331,0.090947,0.095022,0.004075
30263,0.268256,0.267524,0.000732
8777,0.440001,0.441301,0.001300
8053,0.008825,0.013699,0.004874
9594,0.436968,0.437935,0.000967
13592,0.383116,0.382104,0.001012
10986,0.106956,0.109540,0.002584
56938,0.222595,0.221772,0.000823
56648,0.064900,0.065686,0.000786
29996,0.053996,0.055432,0.001436
40637,0.443180,0.443402,0.000222
28816,0.404479,0.405025,0.000546
52875,0.123138,0.124080,0.000942
25249,0.165883,0.166479,0.000596
55367,0.196153,0.192756,0.003397
11625,0.436957,0.437275,0.000318
64710,0.198670,0.195703,0.002967
9452,0.342306,0.338828,0.003478
27211,0.195472,0.197319,0.001847
12358,0.343630,0.343595,0.000035
44150,0.083982,0.084544,0.000562
28040,0.377351,0.377947,0.000596
16421,0.352689,0.354382,0.001693
66424,0.018535,0.021042,0.002507
56716,0.110862,0.111629,0.000767
11940,0.171785,0.171999,0.000214
41677,0.036228,0.038054,0.001826
32710,0.216063,0.215075,0.000988
52531,0.370663,0.370722,0.000059
26848,0.230406,0.230222,0.000184
23334,0.136995,0.136893,0.000102
12110,-0.006012,0.000965,0.006977
51566,0.084543,0.087421,0.002878
45404,0.175035,0.175014,0.000021
1805,0.063793,0.065490,0.001697
56654,0.183106,0.183170,0.000064
55758,0.430719,0.430290,0.000429
26359,0.548152,0.547301,0.000851
54939,0.050857,0.055119,0.004262
55330,0.301044,0.301328,0.000284
32777,0.158161,0.165213,0.007052
60175,0.327455,0.326493,0.000962
11006,0.480441,0.479091,0.001350
61820,0.419167,0.417112,0.002055
34586,0.258479,0.256878,0.001601
15807,0.264602,0.266021,0.001419
32028,0.495160,0.495633,0.000473
6585,0.311624,0.310886,0.000738
31581,0.562502,0.561123,0.001379
54470,0.361983,0.364260,0.002277
45155,0.214257,0.213698,0.000559
38717,0.375591,0.374795,0.000796
37230,0.480647,0.476290,0.004357
22477,-0.003911,0.000836,0.004747
26057,0.447927,0.450438,0.002511
17541,0.246588,0.247709,0.001121
52301,0.314467,0.314185,0.000282
52479,0.243960,0.242314,0.001646
48614,0.221966,0.219953,0.002013
50579,0.328039,0.328538,0.000499
39728,0.038700,0.041412,0.002712
3452,0.484417,0.484585,0.000168
65609,0.149130,0.150876,0.001746
57316,0.028268,0.031859,0.003591
36856,0.166297,0.164880,0.001417
28734,0.035691,0.039917,0.004226
30189,0.094627,0.098178,0.003551
25753,0.254806,0.255540,0.000734
41134,0.221266,0.223698,0.002432
12547,0.151151,0.146542,0.004609
34740,0.594832,0.592935,0.001897
55569,0.299014,0.298863,0.000151
35146,0.083061,0.085307,0.002246
14131,0.015536,0.019583,0.004047
61122,0.156284,0.152387,0.003897
7412,0.032032,0.036731,0.004699
23678,0.040178,0.045382,0.005204
50777,0.176593,0.174625,0.001968
44815,0.063279,0.065804,0.002525
37273,0.245104,0.246412,0.001308
34044,0.252686,0.252076,0.000610
45376,0.009255,0.015741,0.006486
33565,0.241693,0.242416,0.000723
36138,0.582168,0.581737,0.000431
59587,0.500922,0.499945,0.000977
48527,0.013001,0.017180,0.004179
53253,0.276485,0.275455,0.001030
32865,0.365376,0.361704,0.003672
754,0.399581,0.398660,0.000921
58493,0.250828,0.252721,0.001893
20296,0.365487,0.362238,0.003249
57916,0.482768,0.482732,0.000036
13757,0.354718,0.355237,0.000519
1836,0.000241,0.005387,0.005146
36084,0.508241,0.507874,0.000367
15012,0.051563,0.050843,0.000720
37881,0.232338,0.233488,0.001150
45284,0.260914,0.259545,0.001369
43926,0.445158,0.445463,0.000305
7117,0.401524,0.400537,0.000987
59568,0.232119,0.228634,0.003485
5799,0.094602,0.098962,0.004360
17714,0.091196,0.092083,0.000887
62417,0.370002,0.371090,0.001088
5692,0.486946,0.485911,0.001035
47678,0.478543,0.475481,0.003062
43243,0.116302,0.115750,0.000552
61219,0.297882,0.300062,0.002180
54779,0.006340,0.011378,0.005038
7890,0.160581,0.161573,0.000992
65420,0.261417,0.260993,0.000424
29950,0.082963,0.085163,0.002200
48298,0.365018,0.365175,0.000157
40053,0.386608,0.389508,0.002900
7613,0.146783,0.145233,0.001550
57984,0.147890,0.143851,0.004039
48992,0.127841,0.127976,0.000135
10946,0.292409,0.292890,0.000481
28113,0.103362,0.104722,0.001360
39048,0.223593,0.222628,0.000965
31462,0.352869,0.352111,0.000758
26268,0.137336,0.139108,0.001772
29099,0.127356,0.126649,0.000707
49441,0.030189,0.035624,0.005435
63969,0.072738,0.073414,0.000676
31906,0.114918,0.116343,0.001425
10758,0.299183,0.297742,0.001441
9199,0.335821,0.337541,0.001720
60799,0.176874,0.177620,0.000746
65981,0.198452,0.197745,0.000707
21073,0.011759,0.017243,0.005484
58785,0.084577,0.085038,0.000461
38030,0.033960,0.035544,0.001584
57565,0.063003,0.065540,0.002537
19057,0.060781,0.063850,0.003069
65057,0.065720,0.067521,0.001801
41918,0.292583,0.293149,0.000566
57870,0.088257,0.089102,0.000845
2909,0.115056,0.116393,0.001337
27327,0.515717,0.515217,0.000500
40240,0.105367,0.106254,0.000887
46355,0.195324,0.192535,0.002789
55019,0.150672,0.150164,0.000508
44193,0.141544,0.145252,0.003708
49995,0.220148,0.217687,0.002461
58337,0.504835,0.503264,0.001571
13645,0.167600,0.165027,0.002573
57699,0.087276,0.088951,0.001675
842,0.439273,0.439602,0.000329
5757,0.225663,0.227031,0.001368
37678,0.534915,0.536903,0.001988
62099,0.469278,0.469193,0.000085
23994,0.069252,0.072108,0.002856
19533,0.062254,0.060959,0.001295
43409,0.587684,0.590010,0.002326
41778,0.318929,0.318824,0.000105
59066,0.156701,0.156229,0.000472
52010,0.442494,0.441241,0.001253
33129,0.297084,0.295089,0.001995
56685,0.381228,0.378403,0.002825
21127,0.301182,0.301220,0.000038
34102,0.201413,0.201702,0.000289
59337,0.426405,0.427443,0.001038
9351,0.091059,0.094528,0.003469
51346,0.509331,0.508316,0.001015
17599,0.369352,0.368464,0.000888
16599,0.035315,0.036597,0.001282
16187,0.251117,0.252427,0.001310
12481,0.628819,0.630266,0.001447
30822,0.205283,0.204690,0.000593
40594,0.350012,0.345466,0.004546
31091,0.625237,0.624470,0.000767
21982,0.600491,0.600710,0.000219
39201,0.225911,0.226860,0.000949
1380,0.150348,0.149820,0.000528
55719,0.056465,0.059181,0.002716
7024,0.474062,0.473846,0.000216
34124,0.068962,0.071327,0.002365
1219,0.083750,0.088664,0.004914
55089,0.456513,0.458729,0.002216
6497,0.147282,0.146855,0.000427
27477,0.022138,0.024507,0.002369
16591,0.067584,0.070193,0.002609
14494,0.452998,0.452807,0.000191
46366,0.251853,0.249198,0.002655
22729,0.149294,0.150819,0.001525
41039,0.099036,0.100381,0.001345
26124,0.395728,0.396577,0.000849
40952,0.204150,0.204290,0.000140
11594,-0.001975,0.004149,0.006124
10761,0.099882,0.103751,0.003869
47395,0.605724,0.603156,0.002568
55343,-0.009264,0.000025,0.009289
17250,-0.000260,0.004812,0.005072
43681,0.187796,0.185472,0.002324
15119,0.166770,0.168201,0.001431
53349,0.473857,0.472320,0.001537
30667,0.247465,0.247888,0.000423
61328,0.135787,0.132234,0.003553
66352,0.155938,0.157081,0.001143
13943,0.381682,0.381142,0.000540
61453,0.043570,0.047239,0.003669
6682,0.205089,0.205966,0.000877
50382,0.331330,0.329747,0.001583
5855,0.128706,0.136213,0.007507
54672,0.332277,0.332122,0.000155
5564,0.228253,0.231025,0.002772
8350,0.028713,0.033763,0.005050
36687,0.546676,0.544288,0.002388
50900,0.044721,0.048263,0.003542
49473,0.091948,0.095301,0.003353
59380,0.121911,0.121716,0.000195
48069,0.245047,0.244803,0.000244
14170,0.350051,0.350077,0.000026
59729,0.389137,0.389695,0.000558
44408,0.204936,0.204382,0.000554
26537,0.153802,0.155834,0.002032
49300,0.554078,0.550244,0.003834
43559,0.192320,0.195986,0.003666
14074,0.383882,0.384270,0.000388
34745,0.446484,0.443199,0.003285
19291,0.040229,0.044230,0.004001
44503,0.577506,0.577963,0.000457
65830,0.083847,0.085247,0.001400
16408,-0.005842,0.001352,0.007194
63229,0.124755,0.126051,0.001296
701,0.408975,0.407592,0.001383
47323,0.377874,0.382813,0.004939
45788,0.498380,0.495779,0.002601
36729,0.311231,0.311222,0.000009
52237,0.133767,0.135446,0.001679
14366,0.307465,0.303808,0.003657
35833,0.327127,0.326287,0.000840
54294,0.590901,0.594351,0.003450
60270,0.078921,0.078976,0.000055
60927,0.448751,0.447689,0.001062
58186,0.392018,0.386486,0.005532
42871,0.165253,0.165188,0.000065
3715,0.342975,0.340877,0.002098
12090,0.203390,0.201557,0.001833
65325,0.222588,0.219418,0.003170
37989,0.223639,0.219606,0.004033
17784,0.206136,0.207188,0.001052
32198,0.089940,0.093154,0.003214
24458,0.266706,0.265644,0.001062
6528,0.377267,0.372255,0.005012
66820,0.399003,0.397070,0.001933
43080,0.056184,0.058311,0.002127
35482,0.270346,0.269022,0.001324
8504,0.022640,0.026592,0.003952
21790,0.026415,0.029676,0.003261
56004,0.546835,0.546675,0.000160
33554,0.014952,0.018373,0.003421
41547,0.339429,0.332297,0.007132
53418,0.287714,0.288146,0.000432
16497,0.009999,0.014617,0.004618
12079,0.186082,0.189191,0.003109
26195,0.528409,0.527680,0.000729
55858,0.304339,0.301948,0.002391
28858,0.108259,0.110484,0.002225
14018,0.231449,0.232009,0.000560
30443,0.259936,0.260748,0.000812
53149,0.090316,0.094787,0.004471
47905,0.160178,0.163516,0.003338
11082,0.323892,0.323967,0.000075
6435,0.068816,0.071008,0.002192
25441,0.692188,0.690499,0.001689
10901,0.143821,0.142949,0.000872
38671,0.191679,0.191726,0.000047
18233,0.554027,0.552421,0.001606
962,0.399805,0.398808,0.000997
27614,0.258637,0.255526,0.003111
16936,0.225409,0.226642,0.001233
10930,0.146294,0.144494,0.001800
50318,0.401156,0.404222,0.003066
51478,0.034183,0.038518,0.004335
26689,0.324310,0.324424,0.000114
39777,0.137201,0.137183,0.000018
40694,0.296755,0.297755,0.001000
23976,0.043522,0.044901,0.001379
836,0.368727,0.366644,0.002083
39798,0.023626,0.026710,0.003084
29343,0.158886,0.160231,0.001345
20787,0.402928,0.403819,0.000891
8786,-0.010910,0.000005,0.010915
44027,0.108761,0.109734,0.000973
42785,0.277007,0.278053,0.001046
38966,0.085506,0.088161,0.002655
23687,0.267438,0.268451,0.001013
23879,-0.006617,0.000135,0.006752
34597,0.261103,0.262410,0.001307
39521,0.120425,0.123199,0.002774
8943,0.162902,0.160978,0.001924
47778,0.342771,0.343859,0.001088
7158,0.150381,0.152032,0.001651
10602,0.366343,0.364349,0.001994
43337,0.393661,0.395001,0.001340
38479,0.194305,0.194575,0.000270
6995,0.326765,0.328854,0.002089
32918,0.222164,0.220254,0.001910
20149,0.016540,0.020312,0.003772
8363,0.090879,0.096341,0.005462
53165,0.255965,0.255894,0.000071
47867,0.331823,0.333713,0.001890
48253,0.141302,0.141895,0.000593
57455,0.098221,0.100216,0.001995
57762,0.088463,0.092709,0.004246
26449,0.652228,0.650812,0.001416
48588,0.108503,0.110305,0.001802
16510,0.270641,0.269789,0.000852
44136,0.272229,0.272024,0.000205
64451,0.006632,0.009498,0.002866
37735,0.380565,0.381132,0.000567
37837,0.310653,0.309601,0.001052
62970,0.080877,0.084038,0.003161
32010,0.245984,0.246884,0.000900
936,0.074242,0.076859,0.002617
88,0.279789,0.285604,0.005815
38956,0.127290,0.128498,0.001208
65948,0.353111,0.352796,0.000315
64601,0.288389,0.288295,0.000094
26510,0.252768,0.252300,0.000468
1945,0.089588,0.091256,0.001668
56565,0.207585,0.209713,0.002128
1696,0.236891,0.235030,0.001861
45652,-0.006003,0.001819,0.007822
3787,0.045020,0.041633,0.003387
25272,0.103202,0.104532,0.001330
11013,0.417856,0.419851,0.001995
50646,0.546471,0.546162,0.000309
44126,0.472993,0.470244,0.002749
39272,0.065065,0.066913,0.001848
45911,0.424266,0.422002,0.002264
52924,0.170447,0.169916,0.000531
46590,0.342659,0.342863,0.000204
15530,0.315560,0.312114,0.003446
16357,0.194061,0.194900,0.000839
34209,0.009928,0.017015,0.007087
63132,0.004824,0.010289,0.005465
34201,0.049633,0.054031,0.004398
31737,0.282088,0.283007,0.000919
42989,0.370023,0.370714,0.000691
47608,0.082333,0.084762,0.002429
52707,0.290807,0.293066,0.002259
33415,0.144432,0.149261,0.004829
8633,0.499802,0.499006,0.000796
59589,0.322881,0.322119,0.000762
800,0.132688,0.137044,0.004356
34671,0.253566,0.254112,0.000546
59102,0.137139,0.137410,0.000271
10612,0.180208,0.180665,0.000457
56815,0.250354,0.248529,0.001825
42731,0.101267,0.107084,0.005817
14369,0.341924,0.340906,0.001018
24280,0.266788,0.267593,0.000805
13438,-0.002798,0.002766,0.005564
33819,0.109139,0.110252,0.001113
39700,0.296176,0.296675,0.000499
52610,0.185503,0.184273,0.001230
